Group,Creation Day,Creation Month,Creation Year,Day of Value,Month of Value,Year of Value,Geography,ValueType,Model,Scenario,ModelType,Version,Quantile 0.05,Quantile 0.1,Quantile 0.15,Quantile 0.2,Quantile 0.25,Quantile 0.3,Quantile 0.35,Quantile 0.4,Quantile 0.45,Quantile 0.5,Quantile 0.55,Quantile 0.6,Quantile 0.65,Quantile 0.7,Quantile 0.75,Quantile 0.8,Quantile 0.85,Quantile 0.9,Quantile 0.95
LSHTM,9,5,2022,13,3,2022,Wales,prevalence,EpiNow ONS Positivity,Nowcast,Survey,0.1,4.807361,4.843608,4.865042,4.880528,4.895845,4.911657,4.9225685,4.933894,4.944233,4.955515,4.9667085,4.979874,4.992988,5.004292,5.019455,5.032878,5.048905,5.072234,5.105956
LSHTM,9,5,2022,14,3,2022,Wales,prevalence,EpiNow ONS Positivity,Nowcast,Survey,0.1,5.0149975,5.051113,5.074194,5.091334,5.1057,5.118725,5.1321185,5.144246,5.1565055,5.16609,5.1769945,5.19048,5.200988,5.215838,5.231215,5.24398,5.260182,5.280442,5.3146585
LSHTM,9,5,2022,15,3,2022,Wales,prevalence,EpiNow ONS Positivity,Nowcast,Survey,0.1,5.2209735,5.253874,5.275507,5.292138,5.3070825,5.319856,5.336355,5.351232,5.3618655,5.37176,5.381849,5.394228,5.405595,5.418113,5.43249,5.44707,5.4626975,5.48323,5.5141375
LSHTM,9,5,2022,16,3,2022,Wales,prevalence,EpiNow ONS Positivity,Nowcast,Survey,0.1,5.416792,5.445728,5.4671035,5.486188,5.5018075,5.51718,5.5311985,5.545236,5.5581365,5.568035,5.57938,5.589836,5.601084,5.612576,5.6259275,5.640724,5.660209,5.681885,5.70773
LSHTM,9,5,2022,17,3,2022,Wales,prevalence,EpiNow ONS Positivity,Nowcast,Survey,0.1,5.602905,5.6308,5.6512945,5.668398,5.68825,5.702411,5.71696,5.729282,5.7410955,5.753735,5.7646255,5.775158,5.7875435,5.798348,5.8121775,5.82701,5.8445975,5.86637,5.8954515
LSHTM,9,5,2022,18,3,2022,Wales,prevalence,EpiNow ONS Positivity,Nowcast,Survey,0.1,5.773128,5.803822,5.825517,5.846412,5.862685,5.877256,5.8909385,5.901488,5.9126665,5.92591,5.9383675,5.949852,5.9617615,5.975287,5.989395,6.002272,6.0205985,6.043741,6.071055
LSHTM,9,5,2022,19,3,2022,Wales,prevalence,EpiNow ONS Positivity,Nowcast,Survey,0.1,5.9291065,5.966989,5.989072,6.009302,6.02631,6.041589,6.053713,6.064678,6.0753125,6.087215,6.1008215,6.113922,6.1269305,6.138858,6.1541325,6.16915,6.186033,6.209424,6.2412595
LSHTM,9,5,2022,20,3,2022,Wales,prevalence,EpiNow ONS Positivity,Nowcast,Survey,0.1,6.0789365,6.117306,6.142287,6.161976,6.1788275,6.191309,6.204824,6.217302,6.2302485,6.241455,6.2549035,6.265932,6.2806215,6.292583,6.3069625,6.323044,6.3430835,6.366921,6.399956
LSHTM,9,5,2022,21,3,2022,Wales,prevalence,EpiNow ONS Positivity,Nowcast,Survey,0.1,6.2246165,6.261763,6.2835385,6.303612,6.320175,6.335818,6.3471615,6.360852,6.3746595,6.38617,6.3990265,6.410496,6.4237345,6.435543,6.4515175,6.469144,6.48717,6.514338,6.5443895
LSHTM,9,5,2022,22,3,2022,Wales,prevalence,EpiNow ONS Positivity,Nowcast,Survey,0.1,6.3572435,6.394288,6.4166685,6.437292,6.4538875000000004,6.470175,6.483006,6.49601,6.51043,6.52247,6.5341375,6.54586,6.560961,6.572933,6.587725,6.60305,6.624262,6.649312,6.683014
LSHTM,9,5,2022,23,3,2022,Wales,prevalence,EpiNow ONS Positivity,Nowcast,Survey,0.1,6.483613,6.520188,6.5468095,6.563844,6.58224,6.595505,6.609548,6.62363,6.63835,6.650215,6.6642,6.67863,6.690505,6.704696,6.71524,6.732634,6.750216,6.775683,6.816298
LSHTM,9,5,2022,24,3,2022,Wales,prevalence,EpiNow ONS Positivity,Nowcast,Survey,0.1,6.602748,6.641972,6.6659415,6.685048,6.7001725,6.71693,6.7312395,6.74643,6.7590905,6.772445,6.786467,6.80021,6.812531,6.825544,6.839995,6.853924,6.8733635,6.89966,6.942035
LSHTM,9,5,2022,25,3,2022,Wales,prevalence,EpiNow ONS Positivity,Nowcast,Survey,0.1,6.718033,6.757593,6.7817895,6.799342,6.8152025,6.831481,6.84745,6.86081,6.8752095,6.888815,6.9016885,6.916704,6.9285235,6.941186,6.95546,6.970376,6.9913425,7.015517,7.0592335
LSHTM,9,5,2022,26,3,2022,Wales,prevalence,EpiNow ONS Positivity,Nowcast,Survey,0.1,6.8242245,6.866449,6.8907645,6.909518,6.928635,6.941752,6.9547025,6.97271,6.9869575,6.99905,7.013439,7.025134,7.0384915,7.051832,7.06662,7.082266,7.1040575,7.129098,7.1692885
LSHTM,9,5,2022,27,3,2022,Wales,prevalence,EpiNow ONS Positivity,Nowcast,Survey,0.1,6.9278725,6.969853,6.9942565,7.014144,7.033435,7.050454,7.0622525,7.076724,7.089599,7.103185,7.115863,7.129074,7.1426275,7.157055,7.17091,7.189536,7.21192,7.237682,7.2768045
LSHTM,9,5,2022,28,3,2022,Wales,prevalence,EpiNow ONS Positivity,Nowcast,Survey,0.1,7.0265745,7.067581,7.0915685,7.11232,7.13094,7.146195,7.161547,7.17381,7.187591,7.20033,7.212904,7.226256,7.239198,7.255117,7.2702375,7.290194,7.312432,7.335621,7.37095
LSHTM,9,5,2022,29,3,2022,Wales,prevalence,EpiNow ONS Positivity,Nowcast,Survey,0.1,7.116342,7.159619,7.1825045,7.201822,7.2206125,7.236035,7.2497945,7.263682,7.2772665,7.29096,7.3023035,7.316392,7.33158,7.345535,7.360915,7.380688,7.4002445,7.424755,7.4614775
LSHTM,9,5,2022,30,3,2022,Wales,prevalence,EpiNow ONS Positivity,Nowcast,Survey,0.1,7.200267,7.238529,7.265043,7.282688,7.2988975,7.31105,7.3287365,7.344138,7.3569565,7.370475,7.3845045,7.397712,7.412357,7.427361,7.4431475,7.459492,7.4811185,7.50685,7.543052
LSHTM,9,5,2022,31,3,2022,Wales,prevalence,EpiNow ONS Positivity,Nowcast,Survey,0.1,7.266173,7.302427,7.3328855,7.349608,7.3647925,7.380078,7.3983625,7.410992,7.4249265,7.44039,7.4526465,7.46681,7.479239,7.494949,7.5115825,7.529006,7.5492225,7.574018,7.610192
LSHTM,9,5,2022,1,4,2022,Wales,prevalence,EpiNow ONS Positivity,Nowcast,Survey,0.1,7.312586,7.35256,7.384511,7.40139,7.4178725,7.434359,7.4489385,7.46623,7.480917,7.492845,7.5055045,7.51998,7.534125,7.54788,7.5639725,7.581524,7.6056945,7.6289,7.6641725
LSHTM,9,5,2022,2,4,2022,Wales,prevalence,EpiNow ONS Positivity,Nowcast,Survey,0.1,7.3467395,7.388495,7.415753,7.436688,7.4551325,7.47146,7.4882415,7.502746,7.516623,7.528975,7.5412235,7.55686,7.5726155,7.585595,7.60055,7.619556,7.640513,7.664989,7.702579
LSHTM,9,5,2022,3,4,2022,Wales,prevalence,EpiNow ONS Positivity,Nowcast,Survey,0.1,7.357265,7.401629,7.4289795,7.450806,7.470255,7.489395,7.506113,7.518836,7.5312835,7.54704,7.5614945,7.575456,7.591017,7.604591,7.6186025,7.63381,7.65778,7.685303,7.721131
LSHTM,9,5,2022,4,4,2022,Wales,prevalence,EpiNow ONS Positivity,Nowcast,Survey,0.1,7.3516225,7.393592,7.422527,7.444576,7.467275,7.48149,7.4981405,7.514658,7.5294825,7.54244,7.5582815,7.572854,7.587038,7.600832,7.6185725,7.634094,7.656979,7.683626,7.7200365
LSHTM,9,5,2022,5,4,2022,Wales,prevalence,EpiNow ONS Positivity,Nowcast,Survey,0.1,7.3247675,7.367897,7.39428,7.41721,7.4382325,7.455776,7.4712455,7.488088,7.503365,7.51767,7.5315025,7.546356,7.562302,7.579114,7.59692,7.615364,7.6340535,7.657722,7.6951065
LSHTM,9,5,2022,6,4,2022,Wales,prevalence,EpiNow ONS Positivity,Nowcast,Survey,0.1,7.2754585,7.315456,7.344936,7.369004,7.3868825,7.406858,7.424422,7.438426,7.4543095,7.469565,7.4843345,7.497562,7.515262,7.532644,7.55015,7.572092,7.5888535,7.608198,7.648685
LSHTM,9,5,2022,7,4,2022,Wales,prevalence,EpiNow ONS Positivity,Nowcast,Survey,0.1,7.209788,7.246412,7.2703375,7.298322,7.319005,7.338935,7.356776,7.371534,7.3841655,7.399175,7.4146605,7.429306,7.4471145,7.465796,7.483285,7.502626,7.5208965,7.540726,7.580632
LSHTM,9,5,2022,8,4,2022,Wales,prevalence,EpiNow ONS Positivity,Nowcast,Survey,0.1,7.1213385,7.158325,7.1837735,7.208032,7.2304,7.247681,7.26516,7.282746,7.297226,7.308515,7.323308,7.34076,7.358522,7.375751,7.394425,7.413186,7.4332375,7.455409,7.4926615
LSHTM,9,5,2022,9,4,2022,Wales,prevalence,EpiNow ONS Positivity,Nowcast,Survey,0.1,7.00928,7.054542,7.081531,7.10584,7.12351,7.13972,7.156406,7.173026,7.189042,7.20289,7.218379,7.233812,7.250401,7.266843,7.28384,7.303992,7.3248985,7.349828,7.38648
LSHTM,9,5,2022,10,4,2022,Wales,prevalence,EpiNow ONS Positivity,Nowcast,Survey,0.1,6.885967,6.932077,6.961608,6.981786,6.9996975,7.01574,7.032131,7.050148,7.0640865,7.080345,7.097193,7.112256,7.1263205,7.142847,7.1590675,7.18033,7.2006075,7.227733,7.270597
LSHTM,9,5,2022,11,4,2022,Wales,prevalence,EpiNow ONS Positivity,Nowcast,Survey,0.1,6.7490805,6.798378,6.82761,6.845094,6.8621725,6.88109,6.9010025,6.916706,6.9301555,6.943005,6.9601115,6.973728,6.9919205,7.008143,7.0235075,7.043432,7.0635205,7.091844,7.137275
LSHTM,9,5,2022,12,4,2022,Wales,prevalence,EpiNow ONS Positivity,Nowcast,Survey,0.1,6.603145,6.647674,6.6787985,6.700994,6.7192225,6.739751,6.755681,6.769934,6.786152,6.800535,6.8140355,6.829212,6.84364,6.861973,6.8784575,6.898782,6.91721,6.949326,6.9954545
LSHTM,9,5,2022,13,4,2022,Wales,prevalence,EpiNow ONS Positivity,Nowcast,Survey,0.1,6.4545145,6.498042,6.525963,6.547044,6.5673125,6.586742,6.6040285,6.619666,6.633183,6.646475,6.6623245,6.676778,6.6947345,6.710509,6.7287975,6.746516,6.768996,6.795196,6.845514
LSHTM,9,5,2022,14,4,2022,Wales,prevalence,EpiNow ONS Positivity,Nowcast,Survey,0.1,6.300103,6.340483,6.368366,6.392782,6.410395,6.429068,6.447728,6.46256,6.477367,6.49278,6.5086965,6.52358,6.537812,6.555838,6.5733475,6.593688,6.615526,6.64106,6.6902235
LSHTM,9,5,2022,15,4,2022,Wales,prevalence,EpiNow ONS Positivity,Nowcast,Survey,0.1,6.1459525,6.189912,6.2149215,6.236324,6.2563425,6.272577,6.2904315,6.304032,6.3203245,6.336515,6.3525185,6.366812,6.3806845,6.400166,6.4176325,6.438792,6.4602145,6.489595,6.5353105
LSHTM,9,5,2022,16,4,2022,Wales,prevalence,EpiNow ONS Positivity,Nowcast,Survey,0.1,5.9977495,6.033642,6.0620265,6.085328,6.10476,6.12104,6.1355795,6.149646,6.168166,6.18336,6.196426,6.211414,6.2269925,6.245256,6.2628825,6.283252,6.30925,6.338907,6.3857075
LSHTM,9,5,2022,17,4,2022,Wales,prevalence,EpiNow ONS Positivity,Nowcast,Survey,0.1,5.850708,5.886041,5.913911,5.937658,5.9549225,5.970549,5.9887155,6.003922,6.016203,6.030575,6.0464065,6.060628,6.077896,6.096872,6.1138325,6.135412,6.1608075,6.193607,6.237887
LSHTM,9,5,2022,18,4,2022,Wales,prevalence,EpiNow ONS Positivity,Nowcast,Survey,0.1,5.698923,5.743639,5.7698165,5.79101,5.808655,5.826928,5.844235,5.859242,5.8748595,5.890205,5.9050615,5.92093,5.937542,5.953016,5.9717375,5.996834,6.022319,6.04905,6.098232
LSHTM,9,5,2022,19,4,2022,Wales,prevalence,EpiNow ONS Positivity,Nowcast,Survey,0.1,5.553655,5.599449,5.6237925,5.650062,5.6687075,5.688421,5.705338,5.723186,5.7402905,5.757615,5.7751945,5.788168,5.8046645,5.822154,5.8413225,5.86528,5.8949535,5.925611,5.981796
LSHTM,9,5,2022,20,4,2022,Wales,prevalence,EpiNow ONS Positivity,Nowcast,Survey,0.1,5.4014465,5.453829,5.480469,5.507442,5.533015,5.553176,5.5761285,5.594296,5.6149065,5.629865,5.650421,5.665216,5.687871,5.704898,5.730215,5.756882,5.7812975,5.826497,5.8855615
LSHTM,9,5,2022,21,4,2022,Wales,prevalence,EpiNow ONS Positivity,Nowcast,Survey,0.1,5.2528465,5.299797,5.3377285,5.36896,5.3976675,5.424756,5.449853,5.473848,5.4951295,5.51387,5.537076,5.560386,5.5816035,5.607871,5.6345875,5.664834,5.697432,5.736026,5.8157635
LSHTM,9,5,2022,22,4,2022,Wales,prevalence,EpiNow ONS Positivity,Nowcast,Survey,0.1,5.084727,5.148585,5.189174,5.23247,5.270475,5.298836,5.3295845,5.3543,5.3799075,5.40928,5.43837,5.468086,5.4940795,5.523627,5.554725,5.592446,5.6374095,5.682146,5.761834
LSHTM,9,5,2022,23,4,2022,Wales,prevalence,EpiNow ONS Positivity,Nowcast,Survey,0.1,4.9154745,4.990719,5.0504245,5.094398,5.14146,5.178954,5.209352,5.239738,5.2756265,5.31665,5.352586,5.383886,5.4222485,5.45325,5.4899825,5.53898,5.597579,5.660527,5.7558445
LSHTM,9,5,2022,26,2,2022,East of England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,31293,31800,32268,32595,32862,33120,33346,33580,33806,34020,34278,34488,34710,34968,35254,35538,35895,36313,36936
LSHTM,9,5,2022,27,2,2022,East of England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,32021,32601,32976,33365,33645,33920,34139,34369,34596,34844,35061,35337,35580,35831,36111,36424,36771,37240,37908
LSHTM,9,5,2022,28,2,2022,East of England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,32887,33504,33902,34281,34582,34825,35104,35349,35587,35810,36087,36316,36611,36872,37159,37447,37855,38279,39004
LSHTM,9,5,2022,1,3,2022,East of England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,33970,34584,35057,35419,35727,36013,36262,36500,36775,37023,37253,37549,37812,38132,38423,38795,39158,39612,40339
LSHTM,9,5,2022,2,3,2022,East of England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,35210,35920,36402,36777,37111,37402,37699,37941,38188,38473,38721,38962,39284,39634,39929,40319,40704,41186,42011
LSHTM,9,5,2022,3,3,2022,East of England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,36780,37483,38003,38426,38786,39104,39352,39624,39922,40175,40436,40709,41010,41367,41732,42106,42522,43055,43924
LSHTM,9,5,2022,4,3,2022,East of England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,38595,39343,39853,40348,40664,41020,41306,41571,41833,42166,42456,42765,43066,43398,43762,44144,44621,45208,46209
LSHTM,9,5,2022,5,3,2022,East of England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,40726,41418,41952,42439,42834,43208,43493,43766,44045,44355,44691,45065,45339,45706,46101,46484,46952,47503,48591
LSHTM,9,5,2022,6,3,2022,East of England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,42988,43739,44295,44783,45217,45510,45872,46182,46505,46809,47136,47441,47838,48197,48624,49037,49504,50052,51123
LSHTM,9,5,2022,7,3,2022,East of England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,45303,46128,46760,47291,47669,47999,48358,48730,49061,49353,49691,50022,50451,50822,51236,51647,52111,52726,53741
LSHTM,9,5,2022,8,3,2022,East of England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,47702,48649,49234,49813,50189,50546,50960,51331,51604,51916,52271,52641,53012,53396,53866,54285,54762,55438,56506
LSHTM,9,5,2022,9,3,2022,East of England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,50100,51000,51637,52217,52639,53020,53364,53734,54080,54425,54745,55068,55460,55892,56361,56848,57340,58055,59201
LSHTM,9,5,2022,10,3,2022,East of England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,52092,53161,53900,54374,54844,55220,55610,55962,56297,56653,56968,57284,57718,58137,58572,59089,59602,60330,61509
LSHTM,9,5,2022,11,3,2022,East of England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,53930,55067,55782,56260,56662,57054,57408,57782,58159,58490,58814,59174,59651,60004,60455,60974,61503,62304,63518
LSHTM,9,5,2022,12,3,2022,East of England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,55329,56400,57092,57618,58075,58423,58791,59168,59510,59831,60154,60542,60991,61448,61856,62300,62878,63675,64754
LSHTM,9,5,2022,13,3,2022,East of England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,56116,57231,57925,58447,58868,59232,59640,59993,60281,60660,60964,61360,61743,62149,62659,63118,63659,64457,65500
LSHTM,9,5,2022,14,3,2022,East of England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,56395,57410,58209,58655,59108,59474,59813,60210,60540,60857,61203,61526,61907,62305,62741,63264,63807,64581,65689
LSHTM,9,5,2022,15,3,2022,East of England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,56211,57134,57813,58332,58767,59134,59457,59820,60165,60514,60771,61126,61456,61858,62294,62836,63397,64113,65156
LSHTM,9,5,2022,16,3,2022,East of England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,55525,56366,56986,57472,57862,58218,58599,58935,59238,59573,59885,60192,60512,60910,61372,61798,62358,63027,64187
LSHTM,9,5,2022,17,3,2022,East of England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,54269,55110,55697,56204,56557,56865,57257,57594,57898,58205,58533,58843,59234,59552,59937,60391,60877,61587,62649
LSHTM,9,5,2022,18,3,2022,East of England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,52808,53555,54218,54622,54939,55290,55607,55973,56291,56573,56900,57229,57577,57903,58263,58664,59128,59904,60877
LSHTM,9,5,2022,19,3,2022,East of England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,51126,51815,52436,52891,53280,53569,53863,54177,54511,54825,55124,55434,55760,56064,56417,56805,57314,57908,58975
LSHTM,9,5,2022,20,3,2022,East of England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,49306,50075,50621,51076,51424,51794,52140,52383,52659,52967,53273,53615,53899,54228,54556,54953,55435,56040,56951
LSHTM,9,5,2022,21,3,2022,East of England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,47538,48408,48888,49324,49708,50065,50390,50686,50895,51195,51517,51856,52151,52442,52766,53119,53636,54200,55096
LSHTM,9,5,2022,22,3,2022,East of England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,46009,46819,47337,47735,48063,48408,48803,49059,49328,49624,49935,50210,50517,50809,51141,51513,51949,52534,53373
LSHTM,9,5,2022,23,3,2022,East of England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,44661,45406,45919,46328,46678,47047,47405,47663,47938,48243,48503,48797,49100,49442,49728,50090,50478,51110,51891
LSHTM,9,5,2022,24,3,2022,East of England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,43495,44222,44774,45163,45551,45867,46181,46528,46777,47055,47344,47662,47918,48267,48587,48937,49289,49875,50797
LSHTM,9,5,2022,25,3,2022,East of England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,42614,43278,43861,44273,44624,44940,45272,45561,45821,46120,46419,46717,47009,47324,47608,48003,48361,48856,49729
LSHTM,9,5,2022,26,3,2022,East of England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,41838,42629,43174,43549,43912,44242,44585,44856,45130,45394,45672,46015,46299,46584,46894,47271,47728,48207,48982
LSHTM,9,5,2022,27,3,2022,East of England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,41388,42137,42618,43014,43403,43729,44023,44296,44583,44887,45159,45462,45767,46028,46388,46756,47166,47676,48477
LSHTM,9,5,2022,28,3,2022,East of England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,41000,41771,42260,42643,43015,43345,43643,43902,44173,44442,44736,45039,45350,45676,45995,46382,46791,47326,48046
LSHTM,9,5,2022,29,3,2022,East of England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,40682,41514,41974,42361,42693,43014,43310,43546,43822,44091,44420,44702,45008,45334,45702,46074,46473,46954,47735
LSHTM,9,5,2022,30,3,2022,East of England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,40429,41185,41655,42051,42409,42701,42951,43226,43500,43808,44070,44353,44664,44998,45341,45755,46162,46683,47355
LSHTM,9,5,2022,31,3,2022,East of England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,40180,40829,41313,41711,42020,42299,42590,42857,43113,43345,43664,43957,44258,44543,44874,45262,45771,46262,46935
LSHTM,9,5,2022,1,4,2022,East of England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,39696,40348,40840,41199,41520,41790,42076,42342,42602,42854,43140,43376,43692,43961,44278,44666,45112,45630,46252
LSHTM,9,5,2022,2,4,2022,East of England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,39015,39688,40133,40502,40811,41093,41373,41632,41889,42110,42376,42651,42903,43218,43513,43823,44227,44733,45502
LSHTM,9,5,2022,3,4,2022,East of England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,38167,38747,39211,39580,39886,40166,40420,40665,40898,41130,41398,41702,41932,42182,42464,42755,43182,43656,44471
LSHTM,9,5,2022,4,4,2022,East of England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,36961,37575,38046,38374,38696,38984,39205,39435,39667,39964,40227,40431,40671,40912,41172,41513,41848,42317,43164
LSHTM,9,5,2022,5,4,2022,East of England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,35585,36220,36629,36936,37247,37542,37800,38001,38235,38473,38716,38956,39187,39426,39681,39950,40313,40846,41540
LSHTM,9,5,2022,6,4,2022,East of England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,34071,34607,34959,35304,35602,35910,36152,36358,36563,36818,37027,37260,37469,37696,37950,38250,38592,39066,39705
LSHTM,9,5,2022,7,4,2022,East of England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,32319,32896,33242,33550,33844,34113,34327,34537,34737,34952,35165,35389,35607,35826,36085,36375,36714,37160,37689
LSHTM,9,5,2022,8,4,2022,East of England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,30561,31041,31432,31723,31943,32198,32404,32595,32795,33003,33208,33385,33612,33856,34120,34381,34746,35100,35689
LSHTM,9,5,2022,9,4,2022,East of England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,28707,29160,29532,29798,30058,30254,30443,30650,30839,31011,31185,31405,31630,31849,32118,32392,32660,33001,33615
LSHTM,9,5,2022,10,4,2022,East of England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,26877,27276,27640,27900,28124,28338,28538,28728,28894,29061,29253,29459,29684,29869,30098,30359,30625,30990,31558
LSHTM,9,5,2022,11,4,2022,East of England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,25091,25555,25831,26069,26293,26481,26704,26879,27029,27219,27414,27603,27753,27973,28162,28404,28683,29067,29559
LSHTM,9,5,2022,12,4,2022,East of England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,23386,23838,24104,24357,24588,24761,24944,25124,25312,25486,25650,25828,25982,26197,26365,26573,26919,27229,27653
LSHTM,9,5,2022,13,4,2022,East of England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,21802,22265,22532,22767,22986,23188,23364,23527,23693,23847,24016,24192,24378,24575,24763,24952,25226,25523,26021
LSHTM,9,5,2022,14,4,2022,East of England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,20429,20835,21100,21364,21569,21745,21931,22077,22238,22393,22566,22708,22887,23085,23285,23498,23724,24023,24509
LSHTM,9,5,2022,15,4,2022,East of England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,19146,19598,19867,20082,20294,20478,20629,20806,20932,21083,21245,21419,21596,21774,21970,22158,22405,22672,23090
LSHTM,9,5,2022,16,4,2022,East of England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,18085,18517,18771,18974,19149,19356,19510,19654,19811,19975,20121,20282,20455,20602,20791,21001,21223,21486,21908
LSHTM,9,5,2022,17,4,2022,East of England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,17129,17546,17812,18018,18209,18397,18545,18701,18847,18972,19123,19265,19441,19597,19764,19952,20175,20426,20845
LSHTM,9,5,2022,18,4,2022,East of England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,16289,16739,17006,17189,17385,17570,17710,17865,18007,18146,18276,18416,18542,18689,18860,19052,19258,19543,19974
LSHTM,9,5,2022,19,4,2022,East of England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,15618,16016,16282,16523,16665,16816,16978,17115,17284,17433,17544,17668,17805,17947,18089,18281,18496,18823,19234
LSHTM,9,5,2022,20,4,2022,East of England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,15019,15367,15648,15859,16025,16177,16369,16495,16621,16769,16905,17067,17207,17353,17502,17661,17920,18235,18749
LSHTM,9,5,2022,21,4,2022,East of England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,14305,14749,15004,15235,15410,15581,15765,15947,16081,16264,16413,16551,16718,16896,17086,17266,17507,17904,18352
LSHTM,9,5,2022,22,4,2022,East of England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,13611,14075,14363,14613,14854,15088,15279,15440,15627,15823,15990,16171,16379,16584,16802,17029,17304,17708,18202
LSHTM,9,5,2022,23,4,2022,East of England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,12835,13406,13770,14055,14318,14565,14804,15038,15256,15460,15664,15885,16121,16376,16623,16896,17268,17715,18311
LSHTM,9,5,2022,24,4,2022,East of England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,12117,12762,13183,13542,13829,14095,14399,14656,14896,15123,15379,15683,15988,16303,16566,16881,17303,17787,18720
LSHTM,9,5,2022,25,4,2022,East of England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,11372,12078,12554,12990,13348,13670,14032,14316,14564,14858,15189,15511,15902,16248,16598,17048,17475,18107,19245
LSHTM,9,5,2022,26,4,2022,East of England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,10681,11512,11988,12444,12825,13261,13626,14013,14360,14708,14993,15442,15841,16232,16704,17224,17817,18514,19875
LSHTM,9,5,2022,27,4,2022,East of England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,10012,10865,11446,11959,12429,12814,13297,13718,14147,14522,14933,15380,15816,16276,16876,17505,18264,19215,20684
LSHTM,9,5,2022,28,4,2022,East of England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,9385,10327,10954,11491,11991,12450,12922,13441,13934,14417,14858,15340,15908,16384,17044,17892,18780,19921,21703
LSHTM,9,5,2022,29,4,2022,East of England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,8782,9840,10506,11017,11551,12077,12681,13191,13693,14310,14758,15413,15969,16557,17352,18334,19246,20763,23003
LSHTM,9,5,2022,30,4,2022,East of England,incidence,EpiNow ONS Positivity,Nowcast,Survey,0.1,8110,9272,10039,10647,11218,11790,12386,12987,13535,14182,14728,15464,16076,16789,17661,18744,19979,21702,24310
