Group,Creation Day,Creation Month,Creation Year,Day of Value,Month of Value,Year of Value,Geography,ValueType,Model,Scenario,ModelType,Version,Quantile 0.05,Quantile 0.1,Quantile 0.15,Quantile 0.2,Quantile 0.25,Quantile 0.3,Quantile 0.35,Quantile 0.4,Quantile 0.45,Quantile 0.5,Quantile 0.55,Quantile 0.6,Quantile 0.65,Quantile 0.7,Quantile 0.75,Quantile 0.8,Quantile 0.85,Quantile 0.9,Quantile 0.95
LSHTM,19,7,2022,8,5,2022,Scotland,growth_rate,EpiNow ONS Positivity,Nowcast,Survey,0.1,-0.019951665,-0.01690955,-0.01499657,-0.013514,-0.012209825,-0.01110768,-0.0100001995,-0.008967192,-0.0079855935,-0.007091725,-0.0060656445,-0.005095972,-0.0040450915,-0.002983177,-0.0019061075,-4.995414e-4,9.822024e-4,0.00292060200000001,0.0056112325
LSHTM,19,7,2022,9,5,2022,Scotland,growth_rate,EpiNow ONS Positivity,Nowcast,Survey,0.1,-0.01946472,-0.01659641,-0.014903285,-0.01355044,-0.0120831,-0.01105635,-0.010112955,-0.009022146,-0.0080221175,-0.00710624,-0.006170647,-0.005162686,-0.00409331799999999,-0.003026671,-0.0020087225,-9.2197299999999e-4,8.541958e-4,0.00265841400000001,0.005612529
LSHTM,19,7,2022,10,5,2022,Scotland,growth_rate,EpiNow ONS Positivity,Nowcast,Survey,0.1,-0.01923198,-0.01659518,-0.01491663,-0.01348468,-0.012238075,-0.01104529,-0.00999324,-0.008983164,-0.0080091745,-0.00711321,-0.0060904505,-0.005304364,-0.0043684035,-0.003203555,-0.0021412475,-8.8596239999999e-4,6.321699e-4,0.00232977100000001,0.0051808275000000004
LSHTM,19,7,2022,11,5,2022,Scotland,growth_rate,EpiNow ONS Positivity,Nowcast,Survey,0.1,-0.019001295,-0.01650668,-0.014799885,-0.01330432,-0.01191835,-0.01089828,-0.009747915,-0.008798924,-0.007943381,-0.006979775,-0.006048152,-0.005202296,-0.00423020799999999,-0.003175951,-0.0022583875,-8.4428979999999e-4,6.5687105e-4,0.002619099,0.005258302
LSHTM,19,7,2022,12,5,2022,Scotland,growth_rate,EpiNow ONS Positivity,Nowcast,Survey,0.1,-0.018601105,-0.01624429,-0.014440485,-0.0128297,-0.011639975,-0.01043162,-0.0093148555,-0.008214226,-0.007413549,-0.0064373,-0.005561019,-0.004611614,-0.003723018,-0.002788911,-0.0018537275,-4.4934939999999e-4,0.001131861,0.002924618,0.0054249785
LSHTM,19,7,2022,13,5,2022,Scotland,growth_rate,EpiNow ONS Positivity,Nowcast,Survey,0.1,-0.01782318,-0.01541617,-0.013631395,-0.01191762,-0.010597575,-0.009478142,-0.008330282,-0.007455162,-0.0063967295,-0.005464035,-0.0046497735,-0.003669764,-0.002694525,-0.001765443,-5.2049674999999e-4,5.835284e-4,0.002085245,0.003814407,0.0062971415
LSHTM,19,7,2022,14,5,2022,Scotland,growth_rate,EpiNow ONS Positivity,Nowcast,Survey,0.1,-0.016581825,-0.01383363,-0.01194715,-0.01038642,-0.00901947,-0.007858466,-0.0068460955,-0.005918588,-0.004853457,-0.003946985,-0.002999813,-0.00190776,-0.0010047978,-4.99132499999928e-5,0.00105179500000001,0.002311538,0.003835828,0.00567208000000001,0.0085474465
LSHTM,19,7,2022,15,5,2022,Scotland,growth_rate,EpiNow ONS Positivity,Nowcast,Survey,0.1,-0.014612495,-0.01162386,-0.009635997,-0.007863744,-0.0066458,-0.005580362,-0.004559319,-0.003431338,-0.0024041615,-0.001513675,-4.073063e-4,4.699396e-4,0.0014211875,0.002411086,0.003580575,0.0049727,0.0064835685,0.008262774,0.011217585
LSHTM,19,7,2022,16,5,2022,Scotland,growth_rate,EpiNow ONS Positivity,Nowcast,Survey,0.1,-0.01168557,-0.008393388,-0.006384112,-0.00470447,-0.00352882,-0.00225482,-0.001010622,-1.782438e-4,8.389459e-4,0.001770065,0.002707215,0.003528384,0.0045521965,0.0056821,0.007081845,0.008277156,0.009862523,0.01172576,0.014586085
LSHTM,19,7,2022,17,5,2022,Scotland,growth_rate,EpiNow ONS Positivity,Nowcast,Survey,0.1,-0.007529688,-0.004131369,-0.002145739,-5.681742e-4,8.673845e-4,0.002098098,0.003101116,0.00393502,0.004974601,0.00590816,0.006757554,0.007755838,0.00866849650000001,0.009891901,0.0110368,0.01246006,0.01408761,0.0159505,0.018613045
LSHTM,19,7,2022,18,5,2022,Scotland,growth_rate,EpiNow ONS Positivity,Nowcast,Survey,0.1,-0.002509219,0.001082327,0.0030388365,0.004580524,0.0058481475,0.007006041,0.008051326,0.00914213,0.01009074,0.01090815,0.011652385,0.01265946,0.01386681,0.01488721,0.016159225,0.01739426,0.01889644,0.02076635,0.02402683
LSHTM,19,7,2022,19,5,2022,Scotland,growth_rate,EpiNow ONS Positivity,Nowcast,Survey,0.1,0.004154844,0.006880377,0.0085928515,0.0102055,0.011625775,0.01274427,0.013827415,0.01486082,0.015825035,0.0166694,0.017594795,0.01848796,0.019484225,0.02061263,0.02177365,0.0231478,0.024464995,0.02658341,0.02924192
LSHTM,19,7,2022,20,5,2022,Scotland,growth_rate,EpiNow ONS Positivity,Nowcast,Survey,0.1,0.01035683,0.01337058,0.014933845,0.0165909,0.017995125,0.01918426,0.02024378,0.02114718,0.02205363,0.0229738,0.023910415,0.02480158,0.025741495,0.0267119,0.027953775,0.0292911,0.030744105,0.03253855,0.035067175
LSHTM,19,7,2022,21,5,2022,Scotland,growth_rate,EpiNow ONS Positivity,Nowcast,Survey,0.1,0.017263985,0.02025329,0.02178941,0.02344272,0.024578025,0.0257985,0.0268094,0.0277837,0.02851329,0.0294058,0.03039057,0.03116998,0.032320695,0.03336606,0.034590475,0.03582488,0.03713653,0.03916992,0.041623755
LSHTM,19,7,2022,22,5,2022,Scotland,growth_rate,EpiNow ONS Positivity,Nowcast,Survey,0.1,0.02439365,0.02709188,0.02886838,0.03031636,0.0313405,0.03243205,0.03344443,0.03430736,0.035067485,0.03611425,0.03704176,0.0379613,0.038956975,0.039994589999999997,0.04110105,0.04235038,0.043953165,0.0457617,0.04823406
LSHTM,19,7,2022,23,5,2022,Scotland,growth_rate,EpiNow ONS Positivity,Nowcast,Survey,0.1,0.03086782,0.03349336,0.035489425,0.036824,0.03786085,0.03885248,0.039833225,0.0407632,0.041766695,0.04267025,0.043675345,0.0445634,0.045392010000000003,0.04643405,0.047504175,0.04881632,0.050365705,0.05211742,0.054609055
LSHTM,19,7,2022,24,5,2022,Scotland,growth_rate,EpiNow ONS Positivity,Nowcast,Survey,0.1,0.03693768,0.03955203,0.041582505,0.0427276,0.044060325,0.04502377,0.04595506,0.04686044,0.047800565,0.04874525,0.049735235,0.05075856,0.051537735,0.05253696,0.053457775,0.0547821,0.056257685,0.0577692,0.060811185
LSHTM,19,7,2022,25,5,2022,Scotland,growth_rate,EpiNow ONS Positivity,Nowcast,Survey,0.1,0.04208636,0.04486044,0.046763005,0.04816532,0.049449925,0.05059687,0.05135985,0.05216172,0.053216945,0.05404295,0.055005025,0.05593696,0.056769655,0.05768447,0.0587835,0.06008146,0.06141203,0.06318601,0.066177855
LSHTM,19,7,2022,26,5,2022,Scotland,growth_rate,EpiNow ONS Positivity,Nowcast,Survey,0.1,0.04659006,0.04904864,0.05127016,0.05253366,0.053700725,0.05472433,0.05576291,0.0566403,0.057535815,0.0584292,0.05926921,0.06036068,0.061124625,0.06202482,0.063089575,0.0644027,0.06568492,0.06753383,0.070782895
LSHTM,19,7,2022,27,5,2022,Scotland,growth_rate,EpiNow ONS Positivity,Nowcast,Survey,0.1,0.050096025,0.05248121,0.054243925,0.05568468,0.056928075,0.05798943,0.05893548,0.05987844,0.06075379,0.06161065,0.06249371,0.06356228,0.064395025,0.06527132,0.06633755,0.06740898,0.06877004,0.07084133,0.07383055
LSHTM,19,7,2022,28,5,2022,Scotland,growth_rate,EpiNow ONS Positivity,Nowcast,Survey,0.1,0.0524174,0.054591,0.056192535,0.0574801,0.058818375,0.05987957,0.06095651,0.06187174,0.062753275,0.06348555,0.06436599,0.0652886,0.06610849,0.06701213,0.068003975,0.06933174,0.070906805,0.07244608,0.074832515
LSHTM,19,7,2022,29,5,2022,Scotland,growth_rate,EpiNow ONS Positivity,Nowcast,Survey,0.1,0.05314128,0.05525394,0.056805605,0.05825008,0.0595514,0.06057587,0.06146181,0.06231506,0.063247145,0.06391955,0.06486575,0.0657066,0.066505145,0.06761932,0.068536525,0.06983854,0.07115417,0.07293676,0.07554096
LSHTM,19,7,2022,30,5,2022,Scotland,growth_rate,EpiNow ONS Positivity,Nowcast,Survey,0.1,0.052145775,0.05444961,0.056128045,0.05761028,0.05883365,0.05981593,0.06075868,0.06156806,0.062293195,0.06317315,0.06383805,0.0647051,0.065632195,0.066485,0.0674925,0.06890054,0.07040109,0.0721248,0.074582615
LSHTM,19,7,2022,31,5,2022,Scotland,growth_rate,EpiNow ONS Positivity,Nowcast,Survey,0.1,0.049892335,0.05235721,0.054363265,0.05551958,0.05668505,0.05770081,0.058453505,0.05940582,0.060234575,0.06106975,0.061859525,0.06250732,0.06336132,0.06443175,0.065471525,0.0666985,0.068060315,0.06978142,0.072054655
LSHTM,19,7,2022,1,6,2022,Scotland,growth_rate,EpiNow ONS Positivity,Nowcast,Survey,0.1,0.04667722,0.04904704,0.050940925,0.05236314,0.053571275,0.05451335,0.05536037,0.05622822,0.056918415,0.0576808,0.058444055,0.05934458,0.06029125,0.06114413,0.062285025,0.06333166,0.064563515,0.06651888,0.068666735
LSHTM,19,7,2022,2,6,2022,Scotland,growth_rate,EpiNow ONS Positivity,Nowcast,Survey,0.1,0.041925370000000003,0.04445512,0.046564035,0.04801904,0.049339275,0.05011935,0.05112118,0.05193474,0.052663745,0.053516,0.05427923,0.05516712,0.05606514,0.05702911,0.0579744,0.0591014,0.060370055,0.06199096,0.06414849
LSHTM,19,7,2022,3,6,2022,Scotland,growth_rate,EpiNow ONS Positivity,Nowcast,Survey,0.1,0.03655862,0.0396093,0.04149759,0.04291364,0.044184275,0.04510066,0.04602803,0.04691246,0.04776189,0.04846245,0.04933922,0.05015188,0.0509933,0.0519676,0.05305635,0.05408266,0.055384625,0.05693491,0.05906886
LSHTM,19,7,2022,4,6,2022,Scotland,growth_rate,EpiNow ONS Positivity,Nowcast,Survey,0.1,0.031281945,0.03404054,0.03593307,0.03738608,0.038544725,0.03940275,0.04036762,0.04139776,0.042232425,0.04296745,0.04371818,0.04451972,0.04536283,0.04618952,0.047195975,0.04851764,0.049893675,0.05129438,0.053962595
LSHTM,19,7,2022,5,6,2022,Scotland,growth_rate,EpiNow ONS Positivity,Nowcast,Survey,0.1,0.025463685,0.02848335,0.030087185,0.03153288,0.032741325,0.03367771,0.03456715,0.03555616,0.036283275,0.0370661,0.03775155,0.03856564,0.03939207,0.04034091,0.041347125,0.04251796,0.043851165,0.04566172,0.0482023
LSHTM,19,7,2022,6,6,2022,Scotland,growth_rate,EpiNow ONS Positivity,Nowcast,Survey,0.1,0.019896615,0.02234421,0.02451004,0.02558706,0.026855375,0.02786665,0.02878138,0.02954692,0.03032927,0.03104105,0.031894115,0.0327667,0.03358533,0.03462266,0.03548075,0.03662912,0.0379981,0.03952158,0.042354955
LSHTM,19,7,2022,7,6,2022,Scotland,growth_rate,EpiNow ONS Positivity,Nowcast,Survey,0.1,0.014451565,0.01715645,0.018725915,0.02006082,0.02114545,0.02216966,0.0229396,0.023813,0.02464093,0.0254823,0.02649624,0.02732768,0.02811387,0.0288765,0.02995815,0.03096372,0.03222001,0.03389138,0.036370155
LSHTM,19,7,2022,8,6,2022,Scotland,growth_rate,EpiNow ONS Positivity,Nowcast,Survey,0.1,0.009518246,0.01238814,0.013725295,0.01498058,0.01595485,0.01690226,0.017757975,0.01870698,0.019406795,0.02032175,0.021163775,0.02205816,0.02279276,0.02372872,0.024760325,0.02583566,0.02691624,0.02875328,0.031017155
LSHTM,19,7,2022,9,6,2022,Scotland,growth_rate,EpiNow ONS Positivity,Nowcast,Survey,0.1,0.005063543,0.007572497,0.0093823385,0.01042484,0.0115762,0.01253432,0.013320065,0.01404136,0.0148464,0.0157714,0.016499915,0.0172722,0.0181364,0.01909473,0.020194925,0.02108754,0.02239723,0.02387599,0.026339475
LSHTM,19,7,2022,10,6,2022,Scotland,growth_rate,EpiNow ONS Positivity,Nowcast,Survey,0.1,0.001417445,0.00364378,0.00523781,0.006587914,0.00779021,0.008592078,0.009501837,0.01034084,0.011059355,0.01188415,0.012735305,0.0134952,0.014258135,0.0152628,0.01620495,0.01701864,0.01837448,0.01992816,0.02238912
LSHTM,19,7,2022,11,6,2022,Scotland,growth_rate,EpiNow ONS Positivity,Nowcast,Survey,0.1,-0.001700088,3.960009e-4,0.0021524385,0.00354772,0.0045622375,0.005595881,0.006455585,0.00736521,0.0081913485,0.008984225,0.009643815,0.01031206,0.01114939,0.01211934,0.01302835,0.01409344,0.01531662,0.01687931,0.019653695
LSHTM,19,7,2022,12,6,2022,Scotland,growth_rate,EpiNow ONS Positivity,Nowcast,Survey,0.1,-0.0038980275,-0.001796821,-1.4186695e-4,0.001062854,0.002333875,0.003385342,0.004225563,0.005102968,0.0058023405,0.00666301,0.007483178,0.00824322,0.008925584,0.009775965,0.01068415,0.01187532,0.013248175,0.01486302,0.017626075
LSHTM,19,7,2022,13,6,2022,Scotland,growth_rate,EpiNow ONS Positivity,Nowcast,Survey,0.1,-0.005633114,-0.003231234,-0.001672473,-2.02619e-4,0.001013295,0.00192155,0.0027047935,0.003466468,0.0042234715,0.00502966,0.005946645,0.006702594,0.0075549215,0.008538352,0.009479535,0.01057464,0.01194538,0.01389571,0.0160383
LSHTM,19,7,2022,14,6,2022,Scotland,growth_rate,EpiNow ONS Positivity,Nowcast,Survey,0.1,-0.006567203,-0.004244553,-0.002435343,-0.001068918,1.9625425e-4,0.001070283,0.0018702735,0.00265693,0.0035348195,0.00430971,0.0051602195,0.005941366,0.00684563600000001,0.00779059,0.0090028,0.01025504,0.01165002,0.01338357,0.01594119
LSHTM,19,7,2022,15,6,2022,Scotland,growth_rate,EpiNow ONS Positivity,Nowcast,Survey,0.1,-0.0068505715,-0.004395056,-0.002563846,-0.0012446,-1.7161275e-4,8.0609579999999e-4,0.001815877,0.002579104,0.0034423,0.00422431,0.0050690275,0.00602879,0.00697907700000001,0.008050063,0.00899537750000001,0.01027666,0.011770305,0.01363803,0.01653294
LSHTM,19,7,2022,16,6,2022,Scotland,growth_rate,EpiNow ONS Positivity,Nowcast,Survey,0.1,-0.0064392375,-0.004020871,-0.0023561655,-0.001074472,6.035265e-5,0.00108536,0.002089436,0.00296157,0.0039103425,0.00471925,0.005680789,0.006574596,0.00751859300000001,0.008529948,0.0096590475,0.01078662,0.012360695,0.01440775,0.01708784
LSHTM,19,7,2022,17,6,2022,Scotland,growth_rate,EpiNow ONS Positivity,Nowcast,Survey,0.1,-0.0055789435,-0.003345793,-0.0014765795,-2.457162e-4,8.02262e-4,0.001853463,0.0029184095,0.003804018,0.0047406595,0.0055223650000000004,0.0064730085,0.007472326,0.00841063900000001,0.009329962,0.01042345,0.01173092,0.0132886,0.01555666,0.018368395
LSHTM,19,7,2022,18,6,2022,Scotland,growth_rate,EpiNow ONS Positivity,Nowcast,Survey,0.1,-0.0049806185,-0.002521351,-4.541337e-4,9.309032e-4,0.00204013,0.003106477,0.0041181155,0.004912698,0.0057980795,0.006761195,0.0075598395,0.008408464,0.009536834,0.01046772,0.0116995,0.0128881,0.014547805,0.01653244,0.01951998
LSHTM,19,7,2022,19,6,2022,Scotland,growth_rate,EpiNow ONS Positivity,Nowcast,Survey,0.1,-0.004418295,-0.001044569,5.950064e-4,0.002120902,0.0033646675,0.004505726,0.005360151,0.006215246,0.007059158,0.007954545,0.0088535845,0.009841032,0.01069262,0.01173956,0.012841625,0.0141604,0.01567147,0.01783948,0.020854535
LSHTM,19,7,2022,20,6,2022,Scotland,growth_rate,EpiNow ONS Positivity,Nowcast,Survey,0.1,-0.003159827,-2.532582e-4,0.001738648,0.003288682,0.00448896,0.005635353,0.006672522,0.007515952,0.0084331005,0.009245385,0.01010579,0.01096028,0.012030405,0.01298113,0.01411955,0.01541298,0.01692407,0.01885213,0.02179023
LSHTM,19,7,2022,21,6,2022,Scotland,growth_rate,EpiNow ONS Positivity,Nowcast,Survey,0.1,-0.002195577,9.561332e-4,0.0026583575,0.004200522,0.005417285,0.006643544,0.007627619,0.008562496,0.0095901725,0.01036235,0.011299325,0.01216064,0.013214675,0.01405579,0.015275025,0.01670384,0.018221525,0.02017812,0.022825475
LSHTM,19,7,2022,22,6,2022,Scotland,growth_rate,EpiNow ONS Positivity,Nowcast,Survey,0.1,-0.0012160495,0.001462802,0.003288694,0.004827086,0.0060520225,0.007212359,0.0082514405,0.009415572,0.010342265,0.0111396,0.01204673,0.01304954,0.014123865,0.01537049,0.01650705,0.01799894,0.0195542,0.02135842,0.024009295
LSHTM,19,7,2022,23,6,2022,Scotland,growth_rate,EpiNow ONS Positivity,Nowcast,Survey,0.1,-0.001456102,0.001355634,0.0033903145,0.005013778,0.0062843725,0.007554161,0.008610373,0.009935472,0.010918465,0.01188185,0.012753515,0.0138715,0.01498495,0.01620526,0.017560975,0.01905552,0.020518925,0.02238848,0.02513035
LSHTM,19,7,2022,24,6,2022,Scotland,growth_rate,EpiNow ONS Positivity,Nowcast,Survey,0.1,-0.002826358,2.577597e-4,0.0026281475,0.00477041,0.006144285,0.007611349,0.0087759465,0.01009138,0.011271145,0.0122854,0.01336131,0.01448724,0.01553344,0.01685963,0.018411925,0.01981038,0.02176794,0.02380098,0.027167515
LSHTM,19,7,2022,25,6,2022,Scotland,growth_rate,EpiNow ONS Positivity,Nowcast,Survey,0.1,-0.0051034475,-0.001460396,0.0014640055,0.003434368,0.00538456,0.007171959,0.008686745,0.01014686,0.011320675,0.01243325,0.01365984,0.014971,0.01628648,0.01749527,0.019214275,0.0210375,0.02303769,0.02534536,0.02864912
LSHTM,19,7,2022,26,6,2022,Scotland,growth_rate,EpiNow ONS Positivity,Nowcast,Survey,0.1,-0.008525555,-0.003757293,-6.0048214999999e-4,0.002029132,0.00421767,0.006153784,0.0077152615,0.009376338,0.01103671,0.01241625,0.01386331,0.0152204,0.016786685,0.01841537,0.0201719,0.02220798,0.02414793,0.02700776,0.03117818
LSHTM,19,7,2022,27,6,2022,Scotland,growth_rate,EpiNow ONS Positivity,Nowcast,Survey,0.1,-0.012992085,-0.007192404,-0.003273464,-6.1742139999999e-4,0.002295895,0.004487644,0.0067462485000000004,0.008550056,0.01039058,0.0122257,0.01397448,0.01533584,0.017342655,0.01919,0.021214375,0.02308956,0.02591736,0.02915604,0.033530325
LSHTM,19,7,2022,28,6,2022,Scotland,growth_rate,EpiNow ONS Positivity,Nowcast,Survey,0.1,-0.01761945,-0.01122935,-0.0068766915,-0.003327456,-2.9290325e-4,0.002651454,0.0051620875,0.00759755,0.0094066775,0.0117212,0.01350409,0.015685,0.017790925,0.02004527,0.0221617,0.02473404,0.02743567,0.03160036,0.036970145
LSHTM,19,7,2022,29,6,2022,Scotland,growth_rate,EpiNow ONS Positivity,Nowcast,Survey,0.1,-0.023358415,-0.01559009,-0.010653145,-0.006407982,-0.00268423,3.6075819999999e-4,0.003125937,0.00602827,0.0083562385,0.01103615,0.01325902,0.0155586,0.01777745,0.02028092,0.0233497,0.02604958,0.029739045,0.03384673,0.04047875
LSHTM,19,7,2022,30,6,2022,Scotland,growth_rate,EpiNow ONS Positivity,Nowcast,Survey,0.1,-0.029070585,-0.02026315,-0.01405043,-0.009203004,-0.0060606275,-0.002423527,7.019564e-4,0.004086186,0.00729256,0.01004905,0.01252275,0.01533482,0.01805491,0.02085467,0.02450825,0.02764788,0.03164198,0.03644135,0.04357508
LSHTM,19,7,2022,1,7,2022,Scotland,growth_rate,EpiNow ONS Positivity,Nowcast,Survey,0.1,-0.03473215,-0.02473118,-0.01753742,-0.01304038,-0.0087535125,-0.005217505,-0.0016430845,0.002067762,0.005289537,0.008793815,0.011820585,0.01506016,0.018614295,0.02201613,0.025430325,0.0291469,0.03332706,0.0389049300000001,0.04854837
LSHTM,19,7,2022,2,7,2022,Scotland,growth_rate,EpiNow ONS Positivity,Nowcast,Survey,0.1,-0.04087736,-0.02931239,-0.022065195,-0.01611938,-0.01194005,-0.008146254,-0.003901875,4.2892780000002e-5,0.003879899,0.00746538,0.011485335,0.0148984,0.01888914,0.02245391,0.026159925,0.03069222,0.03540042,0.042170150000000003,0.05260687
LSHTM,19,7,2022,3,7,2022,Scotland,growth_rate,EpiNow ONS Positivity,Nowcast,Survey,0.1,-0.04682203,-0.0342143,-0.0262612,-0.01962566,-0.015070725,-0.010741,-0.00574984499999999,-0.00153853,0.002088093,0.00687967,0.010575755,0.01501444,0.01884981,0.02264286,0.0271442,0.0318435,0.037341775,0.0448335200000001,0.056460035
LSHTM,19,7,2022,4,7,2022,Scotland,growth_rate,EpiNow ONS Positivity,Nowcast,Survey,0.1,-0.051663975,-0.0382365,-0.030973555,-0.02311672,-0.017563125,-0.01290974,-0.007795851,-0.003307334,6.390071e-4,0.00593444,0.01010285,0.01427978,0.01853423,0.02294589,0.0278705,0.03314792,0.03984786,0.04761636,0.06064152
LSHTM,19,7,2022,5,7,2022,Scotland,growth_rate,EpiNow ONS Positivity,Nowcast,Survey,0.1,-0.05697152,-0.04309292,-0.03367267,-0.02591526,-0.01972455,-0.01460119,-0.010268465,-0.004629278,1.6313835e-4,0.004737615,0.008942894,0.01411814,0.01793173,0.02337178,0.028919925,0.0344207,0.041371275,0.04917929,0.064621985
LSHTM,19,7,2022,6,7,2022,Scotland,growth_rate,EpiNow ONS Positivity,Nowcast,Survey,0.1,-0.06149464,-0.04630631,-0.03710895,-0.02843908,-0.0222101,-0.01652277,-0.01090654,-0.00560863,-8.6282449999999e-4,0.003565455,0.0074621925,0.0136577,0.0188919800000001,0.0238966,0.029287325,0.0351053,0.04287134,0.05151437,0.067286095
LSHTM,19,7,2022,7,7,2022,Scotland,growth_rate,EpiNow ONS Positivity,Nowcast,Survey,0.1,-0.06733176,-0.04985133,-0.039461425,-0.03120508,-0.0243613,-0.01790037,-0.012081765,-0.007084472,-0.00200735449999999,0.002410705,0.00743748700000001,0.01377952,0.01885382,0.02396377,0.03023935,0.03601586,0.043910995,0.05388389,0.06971724
LSHTM,19,7,2022,14,4,2022,Scotland,prevalence,EpiNow ONS Positivity,Nowcast,Survey,0.1,4.7807555,4.803929,4.8216465,4.837722,4.84952,4.860008,4.869806,4.881396,4.8926125,4.90074,4.90971,4.918732,4.927928,4.937422,4.9469125,4.959088,4.971986,4.992464,5.02025
LSHTM,19,7,2022,15,4,2022,Scotland,prevalence,EpiNow ONS Positivity,Nowcast,Survey,0.1,4.6532255,4.676071,4.6949055,4.70959,4.722715,4.733505,4.7430265,4.752414,4.761473,4.771015,4.7794245,4.78998,4.799563,4.809283,4.818445,4.830778,4.84331,4.862899,4.8868855
LSHTM,19,7,2022,16,4,2022,Scotland,prevalence,EpiNow ONS Positivity,Nowcast,Survey,0.1,4.527126,4.555803,4.5706825,4.58432,4.597245,4.608345,4.617926,4.626848,4.6346485,4.64224,4.6520895,4.66269,4.6733155,4.683662,4.6921175,4.70244,4.7160075,4.735179,4.761553
LSHTM,19,7,2022,17,4,2022,Scotland,prevalence,EpiNow ONS Positivity,Nowcast,Survey,0.1,4.406091,4.433751,4.4503315,4.46334,4.473555,4.484848,4.493749,4.503584,4.5119265,4.51929,4.5285735,4.53783,4.5490075,4.5594,4.567615,4.578492,4.591445,4.609542,4.636581
LSHTM,19,7,2022,18,4,2022,Scotland,prevalence,EpiNow ONS Positivity,Nowcast,Survey,0.1,4.2851915,4.31479,4.33245,4.343294,4.354875,4.364371,4.374192,4.382888,4.3915855,4.39996,4.4094375,4.418354,4.427328,4.435814,4.4450075,4.455776,4.468931,4.486556,4.5124985
LSHTM,19,7,2022,19,4,2022,Scotland,prevalence,EpiNow ONS Positivity,Nowcast,Survey,0.1,4.168997,4.196686,4.215693,4.227696,4.2377475,4.247336,4.2566625,4.265656,4.2738485,4.282675,4.2904905,4.299494,4.308174,4.317043,4.3259475,4.335208,4.348578,4.366702,4.3915225
LSHTM,19,7,2022,20,4,2022,Scotland,prevalence,EpiNow ONS Positivity,Nowcast,Survey,0.1,4.0568565,4.083902,4.099725,4.11321,4.1238875,4.133241,4.1418065,4.150638,4.1588465,4.167585,4.1751195,4.183294,4.1911305,4.201065,4.209925,4.219232,4.2320495,4.248168,4.2750015
LSHTM,19,7,2022,21,4,2022,Scotland,prevalence,EpiNow ONS Positivity,Nowcast,Survey,0.1,3.9453275,3.973418,3.988078,4.000624,4.011495,4.02062,4.0295865,4.037754,4.0450015,4.054885,4.062799,4.07097,4.0788395,4.0873100000000004,4.0955025,4.106358,4.1190065,4.132436,4.160976
LSHTM,19,7,2022,22,4,2022,Scotland,prevalence,EpiNow ONS Positivity,Nowcast,Survey,0.1,3.841413,3.86461,3.878117,3.891108,3.901295,3.911052,3.9209045,3.928754,3.936033,3.94393,3.951225,3.95864,3.9679705,3.977279,3.98625,3.996474,4.007536,4.021876,4.046575
LSHTM,19,7,2022,23,4,2022,Scotland,prevalence,EpiNow ONS Positivity,Nowcast,Survey,0.1,3.734739,3.758584,3.7724035,3.783516,3.7946125,3.804077,3.813696,3.821744,3.8281565,3.835055,3.842349,3.849604,3.8597595,3.867674,3.8771825,3.887938,3.8997275,3.915161,3.9364915
LSHTM,19,7,2022,24,4,2022,Scotland,prevalence,EpiNow ONS Positivity,Nowcast,Survey,0.1,3.6331655,3.654302,3.668197,3.679094,3.689665,3.699834,3.7080635,3.716556,3.72278,3.729825,3.736744,3.74502,3.753507,3.762515,3.77083,3.780296,3.793595,3.809636,3.8294985
LSHTM,19,7,2022,25,4,2022,Scotland,prevalence,EpiNow ONS Positivity,Nowcast,Survey,0.1,3.53147,3.5534,3.5662625,3.578452,3.5880375,3.596106,3.604678,3.61184,3.6190975,3.626585,3.634929,3.642466,3.650407,3.658495,3.6670425,3.6771,3.690165,3.706047,3.7250075
LSHTM,19,7,2022,26,4,2022,Scotland,prevalence,EpiNow ONS Positivity,Nowcast,Survey,0.1,3.434024,3.454903,3.4686225,3.4788,3.488195,3.496591,3.5048585,3.511978,3.5188865,3.5259,3.5331285,3.541306,3.5501345,3.558044,3.56655,3.576002,3.58912,3.603504,3.6222725
LSHTM,19,7,2022,27,4,2022,Scotland,prevalence,EpiNow ONS Positivity,Nowcast,Survey,0.1,3.33886,3.356753,3.3710985,3.380994,3.39071,3.397557,3.406347,3.414268,3.421673,3.42918,3.4364805,3.443094,3.450518,3.458886,3.469605,3.478862,3.4913535,3.505451,3.523479
LSHTM,19,7,2022,28,4,2022,Scotland,prevalence,EpiNow ONS Positivity,Nowcast,Survey,0.1,3.242694,3.26539,3.2768655,3.287688,3.2975125,3.305087,3.3123865,3.318712,3.3260145,3.33383,3.3415645,3.348008,3.3552355,3.363224,3.3730775,3.382642,3.3958965,3.408638,3.426341
LSHTM,19,7,2022,29,4,2022,Scotland,prevalence,EpiNow ONS Positivity,Nowcast,Survey,0.1,3.1535145,3.173063,3.185995,3.196268,3.2044325,3.21295,3.220409,3.227092,3.2343035,3.24223,3.248208,3.256554,3.2634875,3.271375,3.2799975,3.290836,3.3021095,3.314495,3.3315575
LSHTM,19,7,2022,30,4,2022,Scotland,prevalence,EpiNow ONS Positivity,Nowcast,Survey,0.1,3.0655115,3.085912,3.0977235,3.107648,3.11637,3.12269,3.13169,3.138582,3.14607,3.15218,3.158838,3.166668,3.174634,3.183306,3.19126,3.200694,3.2115245,3.224363,3.241429
